item_id,sales
998153,10
1599690,10
4417271,10
4113589,10
2073375,10
901148,10
1812001,10
451991,10
3563311,10
410046,10
1858095,10
149503,10
4266472,10
4913182,10
995850,10
812879,10
4393855,10
3303160,10
2505633,10
4616932,10
2660486,10
521334,10
2141527,10
3781993,10
1154789,10
2776148,10
1692600,10
394892,10
3949347,10
3796400,10
3810173,10
1450271,10
725524,10
564499,10
2862052,10
2857971,10
4391945,10
4742037,10
455385,10
601749,10
3285557,10
2700676,10
4349771,10
4091349,10
1257288,10
2918622,10
1773210,10
2245707,10
443330,10
3338087,10
3251083,10
3064699,10
1854137,10
1939962,10
4949239,10
771868,10
2926278,10
2878537,10
5036799,10
4158003,10
755419,10
2973853,10
4537846,10
600098,10
2317493,10
1022096,10
1821620,10
4787054,10
3586,10
2958216,10
526477,10
3579204,10
1830275,10
2500376,10
700688,10
5061759,10
660368,10
126589,10
654637,10
67054,10
372144,10
315764,10
4946821,10
1723753,10
1544794,10
3545567,10
3459972,10
441253,10
2124051,10
3106166,10
4131397,10
3708457,10
4531940,10
4987392,10
2303234,10
474890,10
138964,9
3950092,9
2764714,9
1854569,9
3030785,9
4653622,9
1563032,9
4850741,9
2672014,9
1082272,9
3130881,9
1707534,9
1147995,9
1169462,9
1187458,9
5090333,9
2049336,9
2725482,9
2541613,9
1898903,9
3776822,9
773920,9
5048645,9
2552861,9
1879112,9
2503186,9
3345440,9
4565615,9
2292236,9
1527822,9
348292,9
657438,9
5033906,9
2117363,9
2778699,9
4046628,9
2944745,9
4984017,9
1239068,9
425411,9
3513369,9
4132779,9
2575639,9
561560,9
3050651,9
3339954,9
3861144,9
4242144,9
2858722,9
4864195,9
3120662,9
1254537,9
502911,9
808558,9
3593731,9
2345573,9
305955,9
2537171,9
1254527,9
4845809,9
2393145,9
261976,9
4756996,9
4093963,9
359618,9
1821968,9
3802473,9
3334033,9
4333503,9
3076976,9
5096526,9
269883,9
3299807,9
2378680,9
4846012,9
3520504,9
4804980,9
1029661,9
2137797,9
3462704,9
3972894,9
1125154,9
2142318,9
3951570,9
3943756,9
2195156,9
365472,9
4697937,9
4678667,9
3529838,9
5061417,9
1706873,9
1985044,9
1766010,9
3983173,9
1110071,9
3270204,9
4147382,9
4390373,9
3202399,9
334828,9
1419997,9
2883710,9
2291424,9
3549495,9
4991623,9
235572,9
5068248,9
3272785,9
2248405,9
1002439,9
1620217,9
2596442,9
3894988,9
4830368,9
3444731,9
3480026,9
192167,9
1729824,9
1011124,9
4505548,9
3012929,9
4036678,9
2174778,9
1377306,9
1945593,9
2285934,9
4386460,9
448817,9
4889922,9
3084308,9
2353009,9
3749917,9
4290005,9
939380,9
2529362,9
3877738,9
1728199,9
921305,9
2850921,9
349468,9
3091401,9
4778122,9
3139182,9
1530630,9
1880775,9
2020602,9
1175313,9
3894457,9
1965672,9
5121300,9
443948,9
1711702,9
1881953,9
890416,9
1076176,9
196314,9
3494266,9
2987185,9
3269118,9
3543955,9
2008704,9
3139371,9
4431901,9
2306919,9
3018564,9
546219,9
857193,9
4213669,9
4053608,9
2248672,9
1890474,9
2000940,9
5024495,9
1446825,9
625129,9
3243586,9
1042516,9
718348,9
3005342,9
1043072,9
751950,9
2140997,9
2444286,9
2998650,9
2728260,9
4032430,9
1323657,9
4586413,9
3996382,9
4930963,9
4108563,9
1203422,9
4802935,9
3172480,9
11441,9
451147,9
4672362,9
1500050,9
372211,9
1364946,9
52851,9
3907480,9
2769201,9
2271370,9
4762383,9
985539,9
2093681,9
2522510,9
2311795,9
2390144,9
3616890,9
112633,9
1584469,9
4121158,9
4491923,9
2856036,9
3093407,9
4188775,9
1126388,9
1570651,9
2391901,9
2219874,9
5138927,9
2634465,9
850431,9
3406537,9
1338343,9
1263944,9
2782731,9
4412927,9
1906885,9
3249028,9
3009865,9
2058065,9
2531901,9
2291765,9
206323,9
3597087,9
3733825,8
5126484,8
2678671,8
3640912,8
3450505,8
1148676,8
320496,8
4099753,8
822394,8
645176,8
780984,8
823609,8
660915,8
4915280,8
578177,8
1798104,8
338049,8
2124040,8
1639079,8
4224639,8
2330320,8
1501399,8
4748535,8
2275070,8
1645054,8
4121809,8
3790094,8
3814465,8
675573,8
2127656,8
1405799,8
703939,8
992517,8
1969563,8
4685098,8
4583276,8
709710,8
4254093,8
3124309,8
2575171,8
149734,8
2760863,8
4438708,8
752740,8
4949161,8
3175666,8
3228185,8
754608,8
168877,8
4200647,8
1844993,8
4205964,8
1295708,8
4996712,8
3170385,8
3481591,8
3578239,8
4624074,8
4515824,8
1361934,8
1777896,8
542786,8
1646445,8
488456,8
2634337,8
4697594,8
885397,8
1356312,8
3285727,8
4452314,8
4651506,8
2787831,8
549012,8
4008717,8
1808275,8
4515264,8
1359552,8
2113845,8
3055426,8
3528808,8
15709,8
480171,8
334674,8
3359552,8
4728505,8
3344321,8
2323853,8
140465,8
550609,8
58452,8
4861832,8
1387295,8
912388,8
5147208,8
4781225,8
4002947,8
1244507,8
1074006,8
4823476,8
4876800,8
4584131,8
4263304,8
3255686,8
5014352,8
321820,8
3003830,8
3226220,8
1016570,8
819226,8
3242542,8
5154868,8
1156539,8
2745773,8
3868370,8
572806,8
1532760,8
3891624,8
1454159,8
2979993,8
2638042,8
3477139,8
2237595,8
4830507,8
2238805,8
2411774,8
3714526,8
2937158,8
1414102,8
5097838,8
1820860,8
4522131,8
2700788,8
2640665,8
702943,8
4872277,8
74876,8
721367,8
2816439,8
3373763,8
3259508,8
2248720,8
820744,8
65043,8
3647361,8
4654918,8
708331,8
683172,8
4921385,8
1524944,8
3473913,8
4644144,8
1936206,8
1395623,8
1044905,8
1174502,8
2953264,8
976823,8
1227141,8
4893944,8
2820931,8
4169887,8
2570418,8
2282775,8
2732505,8
1474789,8
3196587,8
3088748,8
1039132,8
5127891,8
1328412,8
3782209,8
1819353,8
2623852,8
1056840,8
1863969,8
2737738,8
5019632,8
1802204,8
4918788,8
641958,8
3508685,8
1357879,8
2794909,8
1136438,8
3268071,8
673866,8
90353,8
1123255,8
1367959,8
3946294,8
2953293,8
1314225,8
3433773,8
1589098,8
986805,8
3069304,8
4629203,8
3394744,8
1448513,8
4310329,8
4149349,8
4069017,8
3044493,8
59883,8
1850198,8
3671475,8
3485113,8
3167354,8
1855719,8
2614361,8
3220359,8
939494,8
3963604,8
295398,8
4238924,8
2953778,8
3091434,8
2820502,8
1148375,8
2602113,8
2624844,8
1539762,8
3454329,8
2216680,8
4216357,8
614991,8
5115995,8
2716305,8
1117157,8
4957710,8
769532,8
894480,8
2115083,8
3076657,8
3957568,8
3702536,8
5109118,8
2279679,8
615341,8
2691582,8
2641122,8
2726951,8
3361571,8
2015561,8
1340005,8
3947540,8
3657946,8
1097360,8
1458710,8
1884224,8
4501303,8
2282693,8
3041494,8
4550052,8
2160657,8
3875156,8
2804448,8
1846009,8
946974,8
2759577,8
3949072,8
2043168,8
3244401,8
2030176,8
3151670,8
4563454,8
5035023,8
2284938,8
1408491,8
1565339,8
4678840,8
3347345,8
413688,8
4884479,8
3163923,8
3173847,8
4619479,8
4274533,8
933655,8
678418,8
462468,8
4903160,8
230311,8
3991945,8
959248,8
1583842,8
5067429,8
4228494,8
4804181,8
317359,8
3900992,8
3251311,8
4434312,8
3924413,8
4282135,8
4136771,8
1029005,8
2981860,8
5145200,8
1081043,8
257883,8
4959021,8
2995685,8
30993,8
1834513,8
1527566,8
2111975,8
4974340,8
3587311,8
4985428,8
788426,8
3518544,8
4308558,8
1393008,8
4158818,8
2284477,8
1208659,8
1127735,7
2970406,7
238629,7
1546909,7
1229100,7
566202,7
1996577,7
1908344,7
2742029,7
4272252,7
4240391,7
2369710,7
2367276,7
3574445,7
2051870,7
1273229,7
1068888,7
2032668,7
2186527,7
809179,7
4504336,7
2375440,7
4923968,7
903427,7
4511938,7
1886097,7
478043,7
3941546,7
79204,7
432334,7
484754,7
401885,7
3783759,7
4870681,7
1958907,7
554894,7
3092217,7
4928648,7
2628557,7
4897104,7
17220,7
3116097,7
3531093,7
1737077,7
988729,7
4008723,7
2533652,7
4087315,7
555027,7
5030834,7
1538612,7
2310171,7
3772651,7
273917,7
3502951,7
4426074,7
3622700,7
1479253,7
3063382,7
3108496,7
3130334,7
3120874,7
1762997,7
5015102,7
4992705,7
2601302,7
3876829,7
3583335,7
3436669,7
2335179,7
4691545,7
3087782,7
954610,7
3303932,7
4150162,7
3722681,7
4845455,7
428463,7
3086835,7
3293396,7
2784498,7
253633,7
4755676,7
1913566,7
2903151,7
419841,7
2929659,7
3590500,7
3438088,7
208328,7
2456609,7
3434248,7
5141183,7
1375247,7
2522700,7
3485441,7
735415,7
4494348,7
4768362,7
1150660,7
4906680,7
4488087,7
4638382,7
5113487,7
4824144,7
2104227,7
2704379,7
4461227,7
4958854,7
870280,7
2737698,7
3717669,7
2006551,7
137496,7
2604841,7
2311841,7
2474309,7
639841,7
647869,7
1823728,7
863578,7
4816558,7
3004847,7
898031,7
2208291,7
4499378,7
2665565,7
2270556,7
3864497,7
1905432,7
3331987,7
288049,7
3083709,7
2376866,7
682451,7
3136994,7
4489434,7
4417703,7
1042769,7
3648472,7
3920404,7
4954301,7
1063709,7
4228426,7
221668,7
3274189,7
2939335,7
319993,7
2691161,7
3849029,7
635786,7
2057387,7
2040053,7
1435963,7
3001775,7
364599,7
1559248,7
3845720,7
3218624,7
3720358,7
2772451,7
3033904,7
5158604,7
5042357,7
4003787,7
3252008,7
2238605,7
4274573,7
856726,7
75503,7
4216058,7
1097233,7
2816569,7
1660355,7
3205009,7
3139213,7
809482,7
1075975,7
2494252,7
2886047,7
4907289,7
4573304,7
4584002,7
2361166,7
1115610,7
4756124,7
1339124,7
3643327,7
959587,7
701491,7
1479558,7
4993837,7
3193999,7
24834,7
50917,7
155128,7
914561,7
3844013,7
1890339,7
5017922,7
3304501,7
2940167,7
1956181,7
2103181,7
3273789,7
3621263,7
4086586,7
3077956,7
4337988,7
176163,7
1779777,7
3859648,7
2186395,7
2722045,7
1357535,7
29181,7
4766074,7
371955,7
3451754,7
3136357,7
93783,7
3220906,7
1583704,7
968424,7
2381943,7
1994697,7
1611884,7
1609642,7
4745036,7
138785,7
303755,7
2031402,7
961067,7
3197165,7
4059952,7
1314345,7
529565,7
2363383,7
4558912,7
3708121,7
18976,7
1137390,7
3638557,7
2773307,7
1143319,7
2656597,7
3454731,7
3439413,7
2197962,7
4309539,7
4886285,7
3465586,7
3034696,7
2133160,7
896574,7
3393892,7
4745096,7
1375489,7
1405546,7
246666,7
4988864,7
2338453,7
1773536,7
1083980,7
4113691,7
2973076,7
4900725,7
2930515,7
4954959,7
1628716,7
4322404,7
3039440,7
2248082,7
1374459,7
4562422,7
1303809,7
981387,7
3374210,7
2127892,7
3953938,7
2695282,7
2806416,7
539698,7
1538620,7
2463109,7
2163391,7
765515,7
1048796,7
2577508,7
3357105,7
424516,7
2064774,7
855887,7
3791340,7
4519625,7
4192042,7
3234727,7
2794685,7
3172550,7
2975866,7
1927923,7
3239327,7
4092715,7
383259,7
5111242,7
4244177,7
2859216,7
3807528,7
955861,7
4897119,7
3573605,7
2822848,7
3651074,7
2742206,7
1727100,7
3944567,7
1741841,7
2266310,7
2036785,7
442967,7
4808644,7
1197806,7
1885873,7
2960739,7
4309120,7
4199372,7
4297333,7
1102855,7
3885684,7
3203089,7
3229543,7
4964344,7
2325595,7
594052,7
1957159,7
3862685,7
292674,7
1227142,7
2881695,7
640975,7
4445425,7
3330337,7
1136613,7
956284,7
3426423,7
3530272,7
4673782,7
3909833,7
3493242,7
1272730,7
2088364,7
1519904,7
4296993,7
1791924,7
816309,7
3149342,7
5069371,7
2870031,7
596787,7
1546137,7
4150970,7
185319,7
3150630,7
3836557,7
1295193,7
657327,7
4777629,7
4468249,7
4760828,7
214572,7
3318836,7
2061535,7
4360363,7
2145569,7
4113986,7
3231437,7
2628900,7
1561186,7
86256,7
2288958,7
5019106,7
4772038,7
1873630,7
3149492,7
209468,7
4539468,7
3239103,7
3810714,7
3395884,7
3324300,7
2295555,7
3693816,7
1718103,7
1880952,7
1462384,7
737250,7
3115086,7
677486,7
3251448,7
4794254,7
4810516,7
3762498,7
2848150,7
2893099,7
1729308,7
2390979,7
1493540,7
1894181,7
3085361,7
4665107,7
2628872,7
408500,7
4382143,7
1958685,7
3140718,7
2743649,7
4371202,7
4314945,7
2168124,7
3569423,7
4375892,7
3311447,7
3934888,7
3331032,7
3474654,7
1096851,7
1239670,7
4784108,7
5047103,7
1821387,7
1063918,7
3231685,7
4696707,7
2450276,7
4479133,7
5035533,7
1612406,7
2203976,7
3854410,7
1418619,7
4460093,7
4358326,7
558172,7
2063752,7
691650,7
3669736,7
827611,7
2336255,7
5128232,7
5130056,7
3919771,7
4499642,7
2818406,7
1293698,7
1118293,7
264667,7
3167355,7
2190933,7
1682235,7
1175867,7
1234601,7
2651079,7
602599,7
1501077,7
452903,7
5141627,7
4424720,7
1512393,7
4857889,7
3907000,7
2411977,7
1961782,7
3459851,7
2725986,7
1691136,7
1131455,7
1800946,7
3186317,7
4873264,7
2543916,7
2629313,7
2096985,7
1436159,7
3608481,7
184189,7
849518,7
3785936,7
2909072,7
1769838,7
1804521,7
1260385,7
326391,7
1004488,7
616792,7
1259837,7
2287732,6
952077,6
3071728,6
3869590,6
3491640,6
355248,6
4601839,6
1848089,6
4580726,6
4505862,6
2272872,6
3030901,6
2957248,6
5134469,6
1612940,6
3294381,6
2352497,6
3261270,6
586204,6
3265162,6
4140160,6
712676,6
1218293,6
2269435,6
2457468,6
2025813,6
3535363,6
808741,6
2710754,6
883196,6
4722844,6
4663661,6
2376359,6
2645139,6
1145553,6
4249044,6
4781128,6
3462233,6
3838388,6
204858,6
1069608,6
4258782,6
751298,6
242924,6
5131704,6
4955565,6
4737166,6
2765169,6
4098490,6
1708426,6
500742,6
860607,6
2114975,6
3745851,6
3589681,6
3933957,6
1599116,6
2430564,6
1253992,6
4562481,6
4052292,6
5142562,6
1590482,6
2642981,6
1162524,6
842197,6
3233904,6
2328479,6
1282080,6
2142999,6
5111809,6
1607451,6
610542,6
818591,6
4752727,6
454408,6
2990079,6
1866309,6
2404891,6
319074,6
4777971,6
4598973,6
1079425,6
2693518,6
1581350,6
5122009,6
3494156,6
3981249,6
2256549,6
2137445,6
1564214,6
2143473,6
1610835,6
2076185,6
1569219,6
3470984,6
2650644,6
2736942,6
4852262,6
3938993,6
1543960,6
2055840,6
1793572,6
9930,6
208024,6
391260,6
2553647,6
4903917,6
1016868,6
3591221,6
2422626,6
3054558,6
4009106,6
4466155,6
2968599,6
3238621,6
3376342,6
2874839,6
3146061,6
4186373,6
4823722,6
4014872,6
469421,6
2739418,6
4715134,6
1720105,6
3068568,6
1064754,6
80627,6
1910915,6
1039103,6
538391,6
1609612,6
4484188,6
4789288,6
2761113,6
347141,6
1379427,6
3052455,6
2314646,6
1389150,6
3757696,6
562038,6
1022848,6
3162886,6
4769788,6
1085601,6
5033221,6
860487,6
3728584,6
4064472,6
2354929,6
1589561,6
4234397,6
307552,6
2061751,6
3168058,6
3367676,6
3528039,6
1116495,6
1885579,6
2664273,6
4397050,6
3022025,6
3148234,6
4841375,6
2347766,6
3791182,6
3020555,6
5073678,6
540838,6
2440937,6
903467,6
4619933,6
3410773,6
1676518,6
5006355,6
2944683,6
4612693,6
657694,6
4436140,6
3399022,6
3987529,6
3196728,6
1552058,6
1546534,6
2693295,6
99743,6
2157637,6
2792585,6
363706,6
1764582,6
885933,6
2081018,6
3342965,6
838393,6
3887779,6
2753462,6
703611,6
1003254,6
1372895,6
2520513,6
2248116,6
2849735,6
5048369,6
4029704,6
4293038,6
1397214,6
4326013,6
1590961,6
4238063,6
5087834,6
3815365,6
1532457,6
2219946,6
3934546,6
3233653,6
3825361,6
3413852,6
3401526,6
2555511,6
134452,6
1855687,6
771658,6
4216413,6
3461614,6
2984963,6
4307760,6
4773878,6
5159189,6
3379421,6
1501749,6
4053969,6
4914957,6
261163,6
1911812,6
80051,6
4412085,6
2662520,6
3913550,6
4676325,6
5151418,6
856612,6
815907,6
3114069,6
1063089,6
496540,6
3587604,6
4490327,6
1142638,6
2533146,6
5029831,6
1343432,6
3132936,6
2567715,6
1517619,6
2205543,6
3950034,6
3381792,6
3156555,6
244961,6
2653750,6
1124197,6
3359782,6
4475830,6
479073,6
3432097,6
3438217,6
3242346,6
4520953,6
705200,6
1081865,6
921277,6
4918953,6
2875007,6
10497,6
2670832,6
5109549,6
636922,6
2324246,6
1460081,6
4030001,6
3702768,6
358096,6
2927494,6
1070612,6
1428188,6
152262,6
4287681,6
3229283,6
2636778,6
4505717,6
1296658,6
2763776,6
4954609,6
5022571,6
3873209,6
1645389,6
3024971,6
645460,6
877108,6
2094982,6
2300668,6
3796976,6
4176291,6
4708123,6
4219427,6
4852199,6
3285885,6
4058078,6
1422377,6
3672794,6
1426095,6
3792683,6
1096338,6
4914069,6
836529,6
5051589,6
1649917,6
3499504,6
2170893,6
2271864,6
2675859,6
2717321,6
2978040,6
2196955,6
2160688,6
2690879,6
4682482,6
4644740,6
5039082,6
4160755,6
5033360,6
3720887,6
2376817,6
4727115,6
512363,6
3953392,6
5158350,6
905484,6
2550194,6
3263104,6
5007157,6
3554868,6
4995117,6
3695248,6
5031050,6
3662542,6
144589,6
1280678,6
3392915,6
1849127,6
4776493,6
777399,6
4557765,6
84298,6
3850194,6
2227130,6
3666425,6
992537,6
5126867,6
1569796,6
2619126,6
3598929,6
3628548,6
2002647,6
4449808,6
1783250,6
4421027,6
2131664,6
3235903,6
53064,6
1177779,6
70176,6
2841507,6
3643168,6
534527,6
2996253,6
2055579,6
4972693,6
4172954,6
2933175,6
4158852,6
4702762,6
401681,6
2887571,6
318287,6
4298054,6
2127048,6
3981393,6
492004,6
3933816,6
2008710,6
3924830,6
3701806,6
3635040,6
4205674,6
1722265,6
1141742,6
2945820,6
2579386,6
757500,6
3443485,6
855702,6
4726674,6
1354952,6
1540960,6
4448187,6
2633598,6
909291,6
2897703,6
678526,6
3392410,6
2982089,6
810130,6
1770813,6
4416076,6
4103172,6
2413440,6
2823722,6
443962,6
3763625,6
413545,6
627729,6
4670864,6
3207023,6
5140879,6
3310471,6
4365400,6
3680234,6
3815527,6
3665706,6
4013478,6
4120311,6
4080643,6
2426795,6
3074497,6
224045,6
1011854,6
3154202,6
1076171,6
2376387,6
2429222,6
3072389,6
3379926,6
3765909,6
2510197,6
52829,6
4998138,6
2649839,6
144253,6
3294739,6
